,URL,Title,Price
817,/short-sleeve-drop-revere-check-shirt/BMM45744.html?color=165,Short Sleeve Drop Revere Check Shirt,£17.50
818,https://www.boohoo.com/pleated-short-sleeve-oversized-shirt/BMM38770.html,Pleated Short Sleeve Oversized Shirt,£22.40
819,https://www.boohoo.com/pleated-short-sleeve-oversized-boxy-shirt/BMM38775.html,Pleated Short Sleeve Oversized Boxy Shirt,£24.50
820,/slub-border-printed-shirt/BMM42527.html?color=155,Slub Border Printed Shirt,£14.00
821,https://www.boohoo.com/short-sleeve-revere-oversized-pleated-shirt/BMM12140.html,Short Sleeve Revere Oversized Pleated Shirt,£22.40
822,https://www.boohoo.com/viscose-limited-edition-racing-shirt/BMM42514.html,Viscose Limited Edition Racing Shirt,£19.60
823,/short-sleeve-drop-revere-tie-dye-cotton-slub-shirt/BMM43842.html?color=105,Short Sleeve Drop Revere Tie Dye Cotton Slub Shirt,£17.50
824,/drop-shoulder-textured-jersey-shirt/BMM45869.html?color=173,Drop Shoulder Textured Jersey Shirt,£17.50
825,/short-sleeve-drop-revere-tie-dye-cotton-slub-shirt/BMM43841.html?color=165,Short Sleeve Drop Revere Tie Dye Cotton Slub Shirt,£17.50
826,/short-sleeve-textured-stripe-shirt/BMM42158.html?color=167,Short Sleeve Textured Stripe Shirt,£17.50
827,/short-sleeve-boxy-linen-revere-shirt/BMM40396.html?color=174,Short Sleeve Boxy Linen Revere Shirt,£17.50
828,/short-sleeve-oversized-linen-revere-shirt/BMM40387.html?color=137,Short Sleeve Oversized Linen Revere Shirt,£17.50
829,/short-sleeve-linen-revere-shirt-/BMM40400.html?color=147,Short Sleeve Linen Revere Shirt,£19.60
830,/oversized-boxy-slub-tiger-printed-shirt/BMM42523.html?color=130,Oversized Boxy Slub Tiger Printed Shirt,£15.40
831,/slub-border-printed-shirt/BMM42526.html?color=106,Slub Border Printed Shirt,£17.50
832,/oversized-boxy-slub-tiger-printed-shirt/BMM42522.html?color=174,Oversized Boxy Slub Tiger Printed Shirt,£15.40
833,https://www.boohoo.com/boxy-slub-border-printed-shirt/BMM42518.html,Boxy Slub Border Printed Shirt,£17.50
834,/dropped-revere-crinkle-floral-shirt-/BMM41556.html?color=124,Dropped Revere Crinkle Floral Shirt,£17.50
835,/boxy-satin-skull-border-shirt/BMM35008.html?color=105,Boxy Satin Skull Border Shirt,£15.40
836,/short-sleeve-satin-boxy-printed-shirt/BMM37854.html?color=148,Short Sleeve Satin Boxy Printed Shirt,£15.40
837,/dropped-revere-crinkle-skull-shirt-/BMM41562.html?color=105,Dropped Revere Crinkle Skull Shirt,£17.50
838,https://www.boohoo.com/long-sleeve-oversized-texture-stripe-shirt/BMM41807.html,Long Sleeve Oversized Texture Stripe Shirt,£19.60
839,/long-sleeve-oversized-texture-stripe-shirt/BMM41806.html?color=130,Long Sleeve Oversized Texture Stripe Shirt,£19.60
840,https://www.boohoo.com/short-sleeve-oversized-bandana-viscose-shirt/BMM37284.html,Short Sleeve Oversized Bandana Viscose Shirt,£25.00
841,/pleated-short-sleeve-oversized-shirt/BMM38772.html?color=209,Pleated Short Sleeve Oversized Shirt,£24.50
842,/short-sleeve-printed-drop-revere-shirt/BMM41716.html?color=173,Short Sleeve Printed Drop Revere Shirt,£17.50
843,https://www.boohoo.com/short-sleeve-printed-drop-revere-shirt/BMM41717.html,Short Sleeve Printed Drop Revere Shirt,£17.50
844,/slim-seersucker-drop-revere-shirt-/BMM41713.html?color=115,Slim Seersucker Drop Revere Shirt,£17.50
845,https://www.boohoo.com/short-sleeve-abstract-dropped-revere-shirt/BMM41715.html,Short Sleeve Abstract Dropped Revere Shirt,£17.50
846,https://www.boohoo.com/short-sleeve-floral-drop-revere-shirt/BMM41719.html,Short Sleeve Floral Drop Revere Shirt,£17.50
847,/double-breasted-revere-linen-shirt/BMM40384.html?color=147,Double Breasted Revere Linen Shirt,£17.50
848,https://www.boohoo.com/long-sleeve-boxy-linen-revere-shirt/BMM40390.html,Long Sleeve Boxy Linen Revere Shirt,£19.60
849,/short-sleeve-crochet-shirt/BMM42149.html?color=124,Short Sleeve Crochet Shirt,£19.60
850,https://www.boohoo.com/short-sleeve-linen-revere-shirt-/BMM40401.html,Short Sleeve Linen Revere Shirt,£19.60
851,/slim-seersucker-drop-revere-shirt/BMM41714.html?color=173,Slim Seersucker Drop Revere Shirt,£17.50
852,https://www.boohoo.com/short-sleeve-drop-revere-stripe-linen-look-shirt/BMM45747.html,Short Sleeve Drop Revere Stripe Linen Look Shirt,£19.60
853,https://www.boohoo.com/short-sleeve-printed-boxy-shirt/BMM41718.html,Short Sleeve Printed Boxy Shirt,£17.50
854,/short-sleeve-revere-ribbed-shirt/BMM39799.html?color=124,Short Sleeve Revere Ribbed Shirt,£17.50
855,/short-sleeve-linen-look-stripe-shirt/BMM42203.html?color=124,Short Sleeve Linen Look Stripe Shirt,£19.60
856,/pleated-short-sleeve-oversized-shirt/BMM38773.html?color=137,Pleated Short Sleeve Oversized Shirt,£24.50
857,/short-sleeve-drop-revere-check-shirt/BMM45744.html?color=165,Short Sleeve Drop Revere Check Shirt,£17.50
